scientific_name,vernacular_name,genus,subgenus,taxon_rank,family_name,exotic,threatened_species_status
Eriochilus petricola,Parson's Bands,Eriochilus,,species,Orchidaceae,f,
Ptilotus seminudus,Rabbit-tails,Ptilotus,,species,Amaranthaceae,f,
Austrostipa rudis subsp. rudis,Veined Spear-grass,Austrostipa,,subspecies,Poaceae,f,
Rhinerrhiza divitiflora,Raspy Root Orchid,Rhinerrhiza,,species,Orchidaceae,f,
Dendrobium kingianum,Pink Rock Orchid,Dendrobium,,species,Orchidaceae,f,
Eucalyptus parramattensis,,Eucalyptus,,,Myrtaceae,f,vulnerable
Leptospermum scoparium,Black Tea-tree,Leptospermum,,species,Myrtaceae,f,
Syzygium smithii,Lilly Pilly,Syzygium,,species,Myrtaceae,f,
Utricularia subulata,Bladderwort,Utricularia,,species,Lentibulariaceae,f,
Coprosma repens,Mirror Bush,Coprosma,,species,Rubiaceae,f,
Prunus laurocerasus,Cherry-laurel,Prunus,,species,Rosaceae,f,
Aloe maculata,Common Soap Aloe,Aloe,,species,Asphodelaceae,f,
Ageratum houstonianum,Blue Billygoat Weed,Ageratum,,species,Asteraceae,f,
Prunus cerasifera,Purple-leaf Cherry-plum,Prunus,,species,Rosaceae,f,
Lablab purpureus,Lablab,Lablab,,species,Fabaceae,f,
Vicia faba,Broad Bean,Vicia,,species,Fabaceae,f,
Euryops chrysanthemoides,Boneseeds,Euryops,,species,Asteraceae,f,
Dimorphotheca pluvialis,Cape Marigold,Dimorphotheca,,species,Asteraceae,f,
Spinifex sericeus,Beach Spinifex,Spinifex,,species,Poaceae,f,
Callistemon comboynensis,Cliff Bottlebrush,Callistemon,,species,Myrtaceae,f,
Grastidium baileyi,Blotched Gemini Orchid,Grastidium,,species,Orchidaceae,f,
Hakea laurina,Pincushion Hakea,Hakea,,species,Proteaceae,f,
Eucalyptus chlorophylla,Glossy-leaved Box,Eucalyptus,,species,Myrtaceae,f,
Geranium brevicaule,Alpine Crane's-bill,Geranium,,species,Geraniaceae,f,
Amphibromus neesii,Southern Swamp Wallaby-grass,Amphibromus,,species,Poaceae,f,
Hordeum glaucum,Northern Barley Grass,Hordeum,,species,Poaceae,f,
Cassinia denticulata,,Cassinia,,species,Asteraceae,f,
Hordeum hystrix,Mediterranean Barley-grass,Hordeum,,species,Poaceae,f,
Petrophile canescens,Conesticks,Petrophile,,species,Proteaceae,f,
Philotheca trachyphylla,Rock Waxflower,Philotheca,,species,Rutaceae,f,
Hakea eriantha,Tree Hakea,Hakea,,species,Proteaceae,f,
Digitaria velutina,Velvet Fingergrass,Digitaria,,species,Poaceae,f,
Sparganium subglobosum,Floating Bur-reed,Sparganium,,species,Sparganiaceae,f,
Amaranthus macrocarpus,Large-fruit Amaranth,Amaranthus,,species,Amaranthaceae,f,
Callistemon pachyphyllus,Wallum Bottlebrush,Callistemon,,species,Myrtaceae,f,
Pterostylis ampliata,Large Autumn Greenhood,Pterostylis,,species,Orchidaceae,f,
Enteropogon acicularis,Spider Grass,Enteropogon,,species,Poaceae,f,
Conospermum taxifolium,Variable Smoke-bush,Conospermum,,species,Proteaceae,f,
Notothixos subaureus,Golden Mistletoe,Notothixos,,species,Santalaceae,f,
Solanum pungetium,Eastern Nightshade,Solanum,,species,Solanaceae,f,
Melaleuca deanei,,Melaleuca,,,Myrtaceae,f,vulnerable
Pterostylis chaetophora,,Pterostylis,,species,Orchidaceae,f,vulnerable
Correa baeuerlenii,Chef's Cap,Correa,,species,Rutaceae,f,vulnerable
Broussonetia papyrifera,Aute,Broussonetia,,species,Moraceae,f,
Asparagus densiflorus,Emerald Fern,Asparagus,,species,Asparagaceae,f,
Pontederia crassipes,Water Hyacinth,Pontederia,,species,Pontederiaceae,f,
Austrocylindropuntia subulata,Eve's Needle Cactus,Austrocylindropuntia,,species,Cactaceae,f,
Opuntia microdasys,Bunny-ears,Opuntia,,species,Cactaceae,f,
Opuntia rufida,,Opuntia,,species,Cactaceae,f,
Paederia foetida,Daun Kentut,Paederia,,species,Rubiaceae,f,
Asparagus macowanii,,Asparagus,,species,Asparagaceae,f,
Gloriosa superba,Glory Lily,Gloriosa,,species,Colchicaceae,f,
Hydrocleys nymphoides,Water Poppy,Hydrocleys,,species,Alismataceae,f,
Salix nigra,Black Willow,Salix,,species,Salicaceae,f,
Pistia stratiotes,Water Lettuce,Pistia,,species,Araceae,f,
Opuntia schickendantzii,Lion's Tongue,Opuntia,,species,Cactaceae,f,
Hypoestes phyllostachya,Polka-dot Plant,Hypoestes,,species,Acanthaceae,f,
Ligustrum vulgare,European Privet,Ligustrum,,species,Oleaceae,f,
Opuntia dillenii,Spiny Pest Pear,Opuntia,,species,Cactaceae,f,
Salix cinerea,Grey Sallow,Salix,,species,Salicaceae,f,
Austrocylindropuntia cylindrica,Cane Cactus,Austrocylindropuntia,,species,Cactaceae,f,
Egeria densa,Dense Waterweed,Egeria,,species,Hydrocharitaceae,f,
Spartium junceum,Spanish Broom,Spartium,,species,Fabaceae,f,
Cytisus scoparius,English Broom,Cytisus,,species,Fabaceae,f,
Carduus nutans,Nodding Thistle,Carduus,,species,Asteraceae,f,
Phaseolus vulgaris,,Phaseolus,,,Fabaceae,t,
Pennantia cunninghamii,Brown Beech,Pennantia,,species,Pennantiaceae,f,
Grevillea lanigera,Woolly Grevillea,Grevillea,,species,Proteaceae,f,
Grevillea biternata,,Grevillea,,species,Proteaceae,f,
Lechenaultia biloba,Blue Leschenaultia,Lechenaultia,,species,Goodeniaceae,f,
Cordyline petiolaris,Broad-leaved Palm Lily,Cordyline,,species,Asparagaceae,f,
Eupomatia bennettii,Small Bolwarra,Eupomatia,,species,Eupomatiaceae,f,
Seringia hillii,Mountain Fire-bush,Seringia,,species,Malvaceae,f,
Melaleuca decussata,Totem-poles,Melaleuca,,species,Myrtaceae,f,
Acacia boormanii,Snowy River Wattle,Acacia,,species,Fabaceae,f,
Dracophyllum secundum,,Dracophyllum,,species,Ericaceae,f,
Grevillea stenomera,Lace Net Grevillea,Grevillea,,species,Proteaceae,f,
Prostanthera teretifolia,Torrington Mint-bush,Prostanthera,,species,Lamiaceae,f,
Banksia undata,,Banksia,,species,Proteaceae,f,
Guichenotia macrantha,Large-flowered Guichenotia,Guichenotia,,species,Malvaceae,f,
Adenanthos sericeus,Coastal Woollybush,Adenanthos,,species,Proteaceae,f,
Grevillea victoriae,Royal Grevillea,Grevillea,,species,Proteaceae,f,
Acacia pravissima,Ovens Wattle,Acacia,,species,Fabaceae,f,
Calothamnus pinifolius,Dense Clawflower,Calothamnus,,species,Myrtaceae,f,
Grevillea petrophiloides,Rock Grevillea,Grevillea,,species,Proteaceae,f,
Banksia plagiocarpa,Dallachy's Banksia,Banksia,,species,Proteaceae,f,
Elattostachys xylocarpa,White Tamarind,Elattostachys,,species,Sapindaceae,f,
Hernandia bivalvis,Cudgerie,Hernandia,,species,Hernandiaceae,f,
Melastoma affine,Native Lasiandra,Melastoma,,species,Melastomataceae,f,
Alyogyne huegelii,Lilac Hibiscus,Alyogyne,,species,Malvaceae,f,
Phebalium whitei,,Phebalium,,species,Rutaceae,f,
Acacia vestita,Hairy Wattle,Acacia,,species,Fabaceae,f,
Linospadix monostachyos,Walking Stick Palm,Linospadix,,species,Arecaceae,f,
Prostanthera scutellarioides,,Prostanthera,,species,Lamiaceae,f,
Spyridium parvifolium,Dusty Miller,Spyridium,,species,Rhamnaceae,f,
Grevillea tenuiloba,Amber Grevillea,Grevillea,,species,Proteaceae,f,
Banksia coccinea,Albany Banksia,Banksia,,species,Proteaceae,f,
Lysiosepalum involucratum,,Lysiosepalum,,species,Malvaceae,f,
Melaleuca leucadendra,Broad-leaved Tea-tree,Melaleuca,,species,Myrtaceae,f,
Austromyrtus dulcis,Midgen Berry,Austromyrtus,,species,Myrtaceae,f,
Austromyrtus tenuifolia,,Austromyrtus,,species,Myrtaceae,f,
Hibbertia acicularis,Prickly Guinea-flower,Hibbertia,,species,Dilleniaceae,f,
Chamelaucium uncinatum,Geraldton Wax,Chamelaucium,,species,Myrtaceae,f,
Anigozanthos flavidus,Tall Kangaroo Paw,Anigozanthos,,species,Haemodoraceae,f,
Chorilaena quercifolia,Chorilaeba,Chorilaena,,species,Rutaceae,f,
Rhododendron lochiae,Native Rhododendron,Rhododendron,,species,Ericaceae,f,
Commersonia hermanniifolia,,Commersonia,,species,Malvaceae,f,
Rubus moluccanus,Molucca Bramble,Rubus,,species,Rosaceae,f,
Melaleuca squarrosa,Bottlebrush Tea-tree,Melaleuca,,species,Myrtaceae,f,
Commersonia salviifolia,,Commersonia,,species,Malvaceae,f,
Chorizema cordatum,Flame Pea,Chorizema,,species,Fabaceae,f,
Orthrosanthus multiflorus,Morning Flag,Orthrosanthus,,species,Iridaceae,f,
Micromyrtus ciliata,Fringed Heath-myrtle,Micromyrtus,,species,Myrtaceae,f,
Synoum glandulosum,Dogwood,Synoum,,species,Meliaceae,f,
Harpullia pendula,Tulipwood,Harpullia,,species,Sapindaceae,f,
Psychotria loniceroides,Hairy Psychotria,Psychotria,,species,Rubiaceae,f,
Spyridium scortechinii,,Spyridium,,species,Rhamnaceae,f,
Pseudanthus pimeleoides,,Pseudanthus,,species,Euphorbiaceae,f,
Grevillea insignis,Wax Grevillea,Grevillea,,species,Proteaceae,f,
Hibbertia vestita,Hairy Guinea-flower,Hibbertia,,species,Dilleniaceae,f,
Westringia brevifolia,,Westringia,,species,Lamiaceae,f,
Potentilla indica,Indian Strawberry,Potentilla,,species,Rosaceae,f,
Blandfordia grandiflora,Christmas Bells,Blandfordia,,species,Blandfordiaceae,f,
Leptospermum polygalifolium subsp. polygalifolium,,Leptospermum,,subspecies,Myrtaceae,f,
Lomandra filiformis subsp. filiformis,Lomandra,Lomandra,,subspecies,Asparagaceae,f,
Vittadinia spp.,New Holland Daisy,Vittadinia,,genus,Asteraceae,f,
Wurmbea dioica subsp. dioica,Early Nancy,Wurmbea,,subspecies,Colchicaceae,f,
Arundo donax,,Arundo,,,Poaceae,t,
Convolvulus arvensis,Common Bindweed,Convolvulus,,species,Convolvulaceae,f,
Ficus pumila,Creeping Fig,Ficus,,species,Moraceae,f,
Tulbaghia violacea,Society Garlic,Tulbaghia,,species,Alliaceae,f,
Dimorphotheca fruticosa,Trailing African Daisy,Dimorphotheca,,species,Asteraceae,f,
Daviesia ulicifolia subsp. ulicifolia,Gorse Bitter-pea,Daviesia,,subspecies,Fabaceae,f,
Acca sellowiana,Feijoa,Acca,,species,Myrtaceae,f,
Caladenia tessellata,Thick-lip Spider-orchid,Caladenia,,species,Orchidaceae,f,vulnerable
Freesia leichtlinii subsp. leichtlinii x Freesia leichtlinii subsp. alba,Freesia,Freesia,,subspecies,Iridaceae,f,
Melaleuca bracteata,River Tea-tree,Melaleuca,,species,Myrtaceae,f,
Rumex acetosella,Sorrel,Rumex,,species,Polygonaceae,f,
Lagenophora stipitata,Common Bottle-daisy,Lagenophora,,species,Asteraceae,f,
Eragrostis laniflora,Hairy-flower Woollybutt,Eragrostis,,species,Poaceae,f,
Onopordum acanthium,Scotch Thistle,Onopordum,,species,Asteraceae,f,
Neoregelia carolinae,,Neoregelia,,species,Bromeliaceae,f,
Plumeria rubra,Frangipani,Plumeria,,species,Apocynaceae,f,
Leichhardtia viridiflora subsp. viridiflora,Native Pear,Leichhardtia,,subspecies,Apocynaceae,f,
Leichhardtia rostrata,Milk Vine,Leichhardtia,,species,Apocynaceae,f,
Ipomoea batatas,Sweet Potato,Ipomoea,,species,Convolvulaceae,f,
Brachyscome triloba,,Brachyscome,,species,Asteraceae,f,
Persicaria chinensis,Chinese Knotweed,Persicaria,,species,Polygonaceae,f,
Wahlenbergia ceracea,Waxy Bluebell,Wahlenbergia,,species,Campanulaceae,f,
Eucalyptus major,Mountain Grey Gum,Eucalyptus,,species,Myrtaceae,f,
Capparis mitchellii,Native Orange,Capparis,,species,Capparaceae,f,
Leptinella longipes,Coast Cotula,Leptinella,,species,Asteraceae,f,
Alectryon tomentosus,Hairy Bird's Eye,Alectryon,,species,Sapindaceae,f,
Mesembryanthemum cordifolium,Heart-leaf Ice-plant,Mesembryanthemum,,species,Aizoaceae,f,
Eucalyptus macrorhyncha,Red Stringybark,Eucalyptus,,species,Myrtaceae,f,
Cassinia ochracea,,Cassinia,,species,Asteraceae,f,
Juncus vaginatus,Clustered Rush,Juncus,,species,Juncaceae,f,
Dietes robinsoniana,Lord Howe Wedding Lily,Dietes,,species,Iridaceae,f,
Eucalyptus canaliculata,Large-fruited Grey Gum,Eucalyptus,,species,Myrtaceae,f,
Notelaea johnsonii,Veinless Mock-olive,Notelaea,,species,Oleaceae,f,
Hibiscus brachysiphonius,Low Hibiscus,Hibiscus,,species,Malvaceae,f,
Saccharum officinarum,Sugarcane,Saccharum,,species,Poaceae,f,
Wahlenbergia stricta subsp. stricta,Tall Bluebell,Wahlenbergia,,subspecies,Campanulaceae,f,
Abutilon theophrasti,Chingma Lantern,Abutilon,,species,Malvaceae,f,
Dizygotheca elegantissima,,Dizygotheca,,species,Araliaceae,f,
Heptapleurum arboricola,,Heptapleurum,,species,Araliaceae,f,
Plumbago zeylanica,Native Plumbago,Plumbago,,species,Plumbaginaceae,f,
Cissus alata,Water Vine,Cissus,,species,Vitaceae,f,
Russelia equisetiformis,Coral Bush,Russelia,,species,Plantaginaceae,f,
Asterolasia correifolia,,Asterolasia,,species,Rutaceae,f,
Anisomeles moschata,,Anisomeles,,species,Lamiaceae,f,
Chloris barbata,Purpletop Chloris,Chloris,,species,Poaceae,f,
Abutilon spp.,Indian mallow,Abutilon,,genus,Malvaceae,f,
Acacia melanoxylon,,Acacia,,species,Fabaceae,f,
Acacia ramulosa,"horse mulga, bowgada wattle",Acacia,Juliflorae,species,Fabaceae,f,
Acianthus sp.,Mosquito Orchids,Acianthus,,genus,Orchidaceae,f,
Adiantum spp.,maidenhair ferns,Adiantum,,genus,Pteridaceae,f,
Agapanthus africanus,Lily of the Nile,Agapanthus,,species,Agapanthaceae,f,
Agapanthus sp.,"African lily, lily of the Nile",Agapanthus,,genus,Agapanthaceae,f,
Agave sp.,century plant,Agave,,genus,Asparagaceae,f,
Agrostis billardieri,Coast Blown-Grass,Agrostis,,species,Poaceae,f,
Agrostis sp.,"bent, bentgrass",Agrostis,,genus,Poaceae,f,
Albizia lopantha,"Cape Leeuwin wattle, Bicol wattle, Cape wattle, Crested wattle, Brush wattle, plume albizia",Albizia,,species,Fabaceae,f,
Alisma spp.,water-plantains,Alisma,,genus,Alismataceae,f,
Alocasia macrorrhizos,,Alocasia,,species,Araceae,f,
Alocasia spp.,,Alocasia,,genus,Araceae,f,
Aloe sp.,,Aloe,,genus,Asphodelaceae,f,
Alopecurus pratensis,"meadow foxtail, field meadow foxtail",Alopecurus,,species,Poaceae,f,
Amaranthus spp.,"amaranths, prostrate pigweed, love lies bleeding",Amaranthus,,genus,Amaranthaceae,f,
Amarathus retroflexus,"amaranth pigweed, careless weed, common amaranth, green amaranth, redroot, redroot pigweed, rough pigweed, smooth pigweed",Amaranthus,,species,Amaranthaceae,f,
Amyema spp.,Mistletoe,Amyema,,genus,Loranthaceae,f,
Anigozanthos sp.,"kangaroo paw, cats-paws",Anigozanthos,,genus,Haemodoraceae,f,
Apium leptophyllus,,Apium,,species,Apiaceae,f,
Archontophoenix spp.,King Palm,Archontophoenix,,genus,Arecaceae,f,
Aristida spp.,Three-awn grass,Aristida,,genus,Poaceae,f,
Arthropodium sp.,Vanilla Lily,Arthropodium,,genus,Asparagaceae,f,
Arthropodium sp. b,Vanilla Lily,Arthropodium,,genus,Asparagaceae,f,
Asparagus sp. ,Asparagus fern,Asparagus,,genus,Asparagaceae,f,
Aspidistra elatior.,Cast Iron Plant,Aspidistra,,species,Asparagaceae,f,
Asteraceae spp.,Daisy family,,,family,Asteraceae,f,
Atriplex sp.,Saltbush,Atriplex,,genus,Amaranthaceae,f,
Austrodanthonia spp.,Wallaby grass,Austrodanthonia,,genus,Poaceae,f,
Austrostipa bigeniculata,Tall Spear-grass,Austrostipa,,species,Poaceae,f,
Austrostipa rudis ssp. nervosa,,Austrostipa,,subspecies,Poaceae,f,
Austrostipa rudis ssp. rudis,,Austrostipa,,subspecies,Poaceae,f,
Austrostipa scaber ssp. falcata,,Austrostipa,,subspecies,Poaceae,f,
Austrostipa spp.,Spear-grass,Austrostipa,,genus,Poaceae,f,
Avicennia marina var australasica,Grey Mangrove,Avicennia,,variety,Acanthaceae,f,
Bambusa sp.,Bamboo,Bambusa,,genus,Poaceae,f,
Banksia juncea,Slender Banksia,Banksia,,species,Proteaceae,f,
Baumea articulata,Jointed Twig-rush,Baumea,,species,Cyperaceae,f,
Blechnum sp.,Hard Fern,Blechnum,,genus,Blechnaceae,f,
Bossiaea sp.,Bossiaea,Bossiaea,,genus,Fabaceae,f,
Bossiaea stephensonii,,Bossiaea,,species,Fabaceae,f,
Bothriochloa spp.,Bluegrass,Bothriochloa,,genus,Poaceae,f,
Bougainvillea sp.,Bougainvillea,Bougainvillea,,genus,Nyctaginaceae,f,
Brachychiton australis,Broad-leaved Bottle Tree,Brachychiton,,species,Malvaceae,f,
Brachysema lanceolata,,Brachysema,,species,Fabaceae,f,
Brassica sp.,Mustard,Brassica,,genus,Brassicaceae,f,
Briza major,Quaking Grass,Briza,,species,Poaceae,f,
Bromeliad sp.,Bromeliad,,,family,Bromeliaceae,f,
Buckinghamia celsissima,Ivory Curl Flower,Buckinghamia,,species,Proteaceae,f,
Caesia parviflora var vittata,,Caesia,,variety,Asphodelaceae,f,
Caesia parviflora var. vittata,,Caesia,,variety,Asphodelaceae,f,
Caesia sp.,Caesia,Caesia,,genus,Asphodelaceae,f,
Caladenia paludosus,Swamp Spider Orchid,Caladenia,,species,Orchidaceae,f,
Callitris spp.,Cypress Pine,Callitris,,genus,Cupressaceae,f,
Cassine australis,Red Olive Berry,Cassine,,species,Celastraceae,f,
Facelis retusa,,Facelis,,,Asteraceae,t,
Cassine spp.,Olive Berry,Cassine,,genus,Celastraceae,f,
Cassinia sp.,Cassinia,Cassinia,,genus,Asteraceae,f,
Cassytha spp.,Dodder Laurel,Cassytha,,genus,Lauraceae,f,
Casuarina cuneifolia,,Casuarina,,species,Casuarinaceae,f,
Caustis recurvata,Curly Wig,Caustis,,species,Cyperaceae,f,
Centaurium minus,Common Centaury,Centaurium,,species,Gentianaceae,f,
Cerastium holosteoides,Mouse-ear Chickweed,Cerastium,,species,Caryophyllaceae,f,
Cerastium holosteoidesn,Mouse-ear Chickweed,Cerastium,,species,Caryophyllaceae,f,
Chamaesyce drummondii,Flat Spurge,Chamaesyce,,species,Euphorbiaceae,f,
Chamaesyce sp.,Spurge,Chamaesyce,,genus,Euphorbiaceae,f,
Cheilanthes austrotenuifolia,,Cheilanthes,,species,Pteridaceae,f,
Cheilanthes sieberi subsp. sieberi,Mulga Fern,Cheilanthes,,subspecies,Pteridaceae,f,
Cheilanthes sp.,Rock Fern,Cheilanthes,,genus,Pteridaceae,f,
Cheilanthes tenuifolia,Rock Fern,Cheilanthes,,species,Pteridaceae,f,
Chenopodium spp.,Goosefoot,Chenopodium,,genus,Amaranthaceae,f,
Chloris spp.,Windmill Grass,Chloris,,genus,Poaceae,f,
Chondrilla juncea,Rush Skeletonweed,Chondrilla,,species,Asteraceae,f,
Choretrum candollei,,Choretrum,,species,Santalaceae,f,
Clivea sp.,Clivia,Clivia,,genus,Amaryllidaceae,f,
Cocos spp.,Coconut Palm,Cocos,,genus,Arecaceae,f,
Commersonia fraseri,Brush Kurrajong,Commersonia,,species,Malvaceae,f,
Conza albida,Tall Fleabane,Conyza,,species,Asteraceae,f,
Cotula leptinella,,Cotula,,species,Asteraceae,f,
Crassula sp. tetramera,,Crassula,,species,Crassulaceae,f,
Crataegus spp.,Hawthorn,Crataegus,,genus,Rosaceae,f,
Crinum spp.,Crinum Lily,Crinum,,genus,Amaryllidaceae,f,
Culcita dubia,Common Ground Fern,Culcita,,species,Cyatheaceae,f,
Cuscuta australis,Australian Dodder,Cuscuta,,species,Convolvulaceae,f,
Cymbopogon spp.,Lemongrass,Cymbopogon,,genus,Poaceae,f,
Cyperus papyrus,Papyrus,Cyperus,,species,Cyperaceae,f,
Danthonia sp.,Wallaby Grass,Danthonia,,genus,Poaceae,f,
Dendrophthoe spp.,Mistletoe,Dendrophthoe,,genus,Loranthaceae,f,
Desmodium eugenioides,,Desmodium,,species,Fabaceae,f,
Desmodium spp.,Tick-trefoil,Desmodium,,genus,Fabaceae,f,
Dianella caerulea var. producta,Blue Flax-lily,Dianella,,variety,Asphodelaceae,f,
Dianella longifolia var. longifolia,Smooth Flax-lily,Dianella,,variety,Asphodelaceae,f,
Dichanthium parva,Bluegrass,Dichanthium,,species,Poaceae,f,
Dichanthium repens,Creeping Bluegrass,Dichanthium,,species,Poaceae,f,
Dichanthium sp.,Bluegrass,Dichanthium,,genus,Poaceae,f,
Dichelachne sp.,Plume Grass,Dichelachne,,genus,Poaceae,f,
Dichondra sp. a,Kidney Weed,Dichondra,,genus,Convolvulaceae,f,
Dillwynia juniperina,Prickly Parrot-pea,Dillwynia,,species,Fabaceae,f,
Dimorphotheca sp.,Cape Daisy,Dimorphotheca,,genus,Asteraceae,f,
Diospyros kaki,Persimmon,Diospyros,,species,Ebenaceae,f,
Drosera spp.,Sundew,Drosera,,genus,Droseraceae,f,
Echinopogon caespitosus var. caespitosus,Bushy Hedgehog Grass,Echinopogon,,variety,Poaceae,f,
Echinopogon spp.,Hedgehog Grass,Echinopogon,,genus,Poaceae,f,
Eichhornia piperita,Water Hyacinth,Eichhornia,,species,Pontederiaceae,f,
Eilobium billardierianum ssp. cinereum,Willowherb,Epilobium,,subspecies,Onagraceae,f,
Einadia nutans spp. linifolia,Nodding Saltbush,Einadia,,subspecies,Amaranthaceae,f,
Elaeocarpus grandis,Blue Quandong,Elaeocarpus,,species,Elaeocarpaceae,f,
Eleocharis parvula,Dwarf Spikerush,Eleocharis,,species,Cyperaceae,f,
Entolasia spp.,Panic Grass,Entolasia,,genus,Poaceae,f,
Epacris purpurascens var. purpurascens,Purple Heath,Epacris,,variety,Ericaceae,f,
Epidendrum ibaguense,Crucifix Orchid,Epidendrum,,species,Orchidaceae,f,
Epilobium billardierianum ssp. cinereum,Willowherb,Epilobium,,subspecies,Onagraceae,f,
Eragrostis sp.,Lovegrass,Eragrostis,,genus,Poaceae,f,
Erigeron sp.,Fleabane,Erigeron,,genus,Asteraceae,f,
Eriostemon scaber ssp. scaber,,Eriostemon,,subspecies,Rutaceae,f,
Erythrina hybrida,Coral Tree Hybrid,Erythrina,,hybrid,Fabaceae,f,
Erythrina indica,Indian Coral Tree,Erythrina,,species,Fabaceae,f,
Erythrina sp.,Coral Tree,Erythrina,,genus,Fabaceae,f,
Eucalyptus beyeri,Green Mallee,Eucalyptus,,species,Myrtaceae,f,
Eucalyptus dives,Broad-leaved Peppermint,Eucalyptus,,species,Myrtaceae,f,
Eucalyptus eugenoides,Thin-leaved Stringybark,Eucalyptus,,species,Myrtaceae,f,
Eucalyptus latifolius,White Gum,Eucalyptus,,species,Myrtaceae,f,
Eucalyptus spp.,"Eucalypt, Gum Tree",Eucalyptus,,genus,Myrtaceae,f,
Vulpia sp.,,,,,,f,
Eucalyptus triflora,Threeway Gum,Eucalyptus,,species,Myrtaceae,f,
Euodia melicope,Corkwood,Melicope,,species,Rutaceae,f,
Euphorbia sp.,Spurge,Euphorbia,,genus,Euphorbiaceae,f,
Ficus elastica,Rubber Plant,Ficus,,species,Moraceae,f,
Ficus hilii,Hills Fig,Ficus,,species,Moraceae,f,
Ficus spp.,Fig,Ficus,,genus,Moraceae,f,
Freesia refracta,Freesia,Freesia,,species,Iridaceae,f,
Freesia sp.,Freesia,Freesia,,genus,Iridaceae,f,
Funaria spp.,Cord Moss,Funaria,,genus,Funariaceae,f,
Gahnia spp.,Saw-sedge,Gahnia,,genus,Cyperaceae,f,
Galactia sp.,Milkpea,Galactia,,genus,Fabaceae,f,
Gamochaeta americanum,American Cudweed,Gamochaeta,,species,Asteraceae,f,
Gazania hybrid,Gazania,Gazania,,hybrid,Asteraceae,f,
Gazania sp.,Gazania,Gazania,,genus,Asteraceae,f,
Geranium sp.,Cranesbill,Geranium,,genus,Geraniaceae,f,
Ghazania hybrid,Gazania,Gazania,,hybrid,Asteraceae,f,
Gleichenia spp.,Coral Fern,Gleichenia,,genus,Gleicheniaceae,f,
Glochidion ferdinandi var. ferdinandi,Cheese Tree,Glochidion,,variety,Phyllanthaceae,f,
Glycine sp.,Glycine,Glycine,,genus,Fabaceae,f,
Gnaphalium sp.,Cudweed,Gnaphalium,,genus,Asteraceae,f,
Gnapthalium sp.,Cudweed,Gnaphalium,,genus,Asteraceae,f,
Gomphocarpus sp.,Cotton Bush,Gomphocarpus,,genus,Apocynaceae,f,
Gompholobium virgatum,Leafy Wedge-pea,Gompholobium,,species,Fabaceae,f,
Gonocarpus tenuifolia,,Gonocarpus,,species,Haloragaceae,f,
Goodenia hederacea ssp. hederacea,Forest Goodenia,Goodenia,,subspecies,Goodeniaceae,f,
Goodenia sp.,Goodenia,Goodenia,,genus,Goodeniaceae,f,
Grevillea sp.,Grevillea,Grevillea,,genus,Proteaceae,f,
Helichrysum brachycarpum,,Helichrysum,,species,Asteraceae,f,
Hibbertia empetrifolia,Trailing Guinea Flower,Hibbertia,,species,Dilleniaceae,f,
Hibbertia sp.,Guinea Flower,Hibbertia,,genus,Dilleniaceae,f,
Hibiscus heterophyllus,Native Rosella,Hibiscus,,species,Malvaceae,f,
Hibiscus spp.,Hibiscus,Hibiscus,,genus,Malvaceae,f,
Hovea lanceolata,Purple Pea Bush,Hovea,,species,Fabaceae,f,
Hydrocotyle sp.,Pennywort,Hydrocotyle,,genus,Araliaceae,f,
Hypericum spp.,St. John's Wort,Hypericum,,genus,Hypericaceae,f,
Hypochoeris microcephala var. albiflora,White-flowered Catsear,Hypochaeris,,variety,Asteraceae,f,
Impatiens sp.,"Busy Lizzie, Balsam",Impatiens,,genus,Balsaminaceae,f,
Jacksonia sp.,Stinkwood,Jacksonia,,genus,Fabaceae,f,
Juncus acutus,Spiny Rush,Juncus,,species,Juncaceae,f,
Juncus articulatus,Jointed Rush,Juncus,,species,Juncaceae,f,
Juncus cognatus,,Juncus,,species,Juncaceae,f,
Juncus sp.,Rush,Juncus,,genus,Juncaceae,f,
Juncus sp. a,Rush,Juncus,,genus,Juncaceae,f,
Kniphofia uvaria,Red Hot Poker,Kniphofia,,species,Asphodelaceae,f,
Lasiopetalum ferrugineum var. ferrigineum,,Lasiopetalum,,variety,Malvaceae,f,
Lasiopetalum ferrugineum var. ferrugineum,,Lasiopetalum,,variety,Malvaceae,f,
Lepidium campestre,Field Pepperwort,Lepidium,,species,Brassicaceae,f,
Lepidium sp.,Peppercress,Lepidium,,genus,Brassicaceae,f,
Lepidosperma sp.,Sword-sedge,Lepidosperma,,genus,Cyperaceae,f,
Leptomeria laterale,Currant Bush,Leptomeria,,species,Santalaceae,f,
Leptomeria sp.,Currant Bush,Leptomeria,,genus,Santalaceae,f,
Leptospermum spp.,Teatree,Leptospermum,,genus,Myrtaceae,f,
Lepyrodia sp.,Scaly Rush,Lepyrodia,,genus,Restionaceae,f,
Lolium sp.,Ryegrass,Lolium,,genus,Poaceae,f,
Lolium vulgare,Ryegrass,Lolium,,species,Poaceae,f,
Lomandra confertifolia ssp. rubiginosa,Small Mat-rush,Lomandra,,subspecies,Asparagaceae,f,
Lomandra filiformis ssp. coriacea,Wattle Mat-rush,Lomandra,,subspecies,Asparagaceae,f,
Lomandra filiformis ssp. filiformis,Wattle Mat-rush,Lomandra,,subspecies,Asparagaceae,f,
Lomandra sp.,Mat-rush,Lomandra,,genus,Asparagaceae,f,
