scientific_name,vernacular_name,family_name,taxon_rank,threatened_species_status,genus,subgenus,exotic,native
Hypolaena fastigiata,,Restionaceae,,,Hypolaena,,f,
Sporadanthus gracilis,,Restionaceae,,,Sporadanthus,,f,
Cryptandra ericoides,,Rhamnaceae,,,Cryptandra,,f,
Emmenosperma alphitonioides,,Rhamnaceae,,,Emmenosperma,,f,
Galium propinquum,,Rubiaceae,,,Galium,,f,
Boronia pinnata,,Rutaceae,,,Boronia,,f,
Crowea saligna,,Rutaceae,,,Crowea,,f,
Leionema dentatum,,Rutaceae,,,Leionema,,f,
Philotheca salsolifolia,,Rutaceae,,,Philotheca,,f,
Philotheca scabra,,Rutaceae,,,Philotheca,,f,
Cupaniopsis anacardioides,,Sapindaceae,,,Cupaniopsis,,f,
Diploglottis australis,,Sapindaceae,,,Diploglottis,,f,
Dodonaea viscosa,,Sapindaceae,,,Dodonaea,,f,
Melilotus indicus,,Fabaceae,,,Melilotus,,t,
Grevillea juniperina,,Proteaceae,,vulnerable,Grevillea,,f,
Verbena rigida,,Verbenaceae,,,Verbena,,f,
Viola betonicifolia,,Violaceae,,,Viola,,f,
Asparagus setaceus,,Asparagaceae,,,Asparagus,,f,
Sphagnum australe,,Sphagnaceae,,,Sphagnum,,f,
Desmodium varians,,Fabaceae,,,Desmodium,,f,
Nyssanthes erecta,,Amaranthaceae,,,Nyssanthes,,f,
Echinopogon intermedius,,Poaceae,,,Echinopogon,,f,
Phoenix dactylifera,,Arecaceae,,,Phoenix,,f,
Bursaria spinosa subsp. spinosa,Sweet Bursaria,Pittosporaceae,subspecies,,Bursaria,,f,
Hibbertia hypericoides,Yellow Buttercups,Dilleniaceae,species,,Hibbertia,,f,
Corymbia calophylla,Marri,Myrtaceae,species,,Corymbia,,f,
Hakea lorea,Corkbark Tree,Proteaceae,species,,Hakea,,f,
Ipomoea muelleri,Poison Morning-glory,Convolvulaceae,species,,Ipomoea,,f,
Adansonia gregorii,Boab,Malvaceae,species,,Adansonia,,f,
Cochlospermum fraseri,Kapok Bush,Bixaceae,species,,Cochlospermum,,f,
Spathodea campanulata,West African Tulip Tree,Bignoniaceae,species,,Spathodea,,f,
Swainsona formosa,Sturt Pea,Fabaceae,species,,Swainsona,,f,
Philotheca buxifolia subsp. buxifolia,,Rutaceae,subspecies,,Philotheca,,f,
Nymphoides crenata,Wavy Marshwort,Menyanthaceae,species,,Nymphoides,,f,
Vicia hirsuta,Hairy Vetch,Fabaceae,species,,Vicia,,f,
Cyperus alterniflorus,Nutgrass,Cyperaceae,species,,Cyperus,,f,
Bidens alba,,Asteraceae,species,,Bidens,,f,
Heptapleurum actinophyllum,Umbrella Tree,Araliaceae,species,,Heptapleurum,,f,
Talinum paniculatum,Talinum,Portulacaceae,species,,Talinum,,f,
Parthenocissus quinquefolia,Virginia Creeper,Vitaceae,species,,Parthenocissus,,f,
Samolus valerandi,Brookweed,Primulaceae,species,,Samolus,,f,
Potamogeton suboblongus,Mānihi,Potamogetonaceae,species,,Potamogeton,,f,
Polypogon monspeliensis,Annual Beardgrass,Poaceae,species,,Polypogon,,f,
Euphorbia paralias,Sea Spurge,Euphorbiaceae,species,,Euphorbia,,f,
Solanum chrysotrichum,Devil`s Fig,Solanaceae,species,,Solanum,,f,
Grevillea venusta,Grevillea,Proteaceae,species,,Grevillea,,f,
Calystegia sepium,Hedge Bindweed,Convolvulaceae,species,,Calystegia,,f,
Carica papaya,Papaya,Caricaceae,species,,Carica,,f,
Cassia sp.,Cassia,Fabaceae,genus,,Cassia,,f,
Phyllostachys sp.,Bamboo,Poaceae,genus,,Phyllostachys,,f,
Physalis spp.,,,,,,,f,
Pinus sp.,Pine,Pinaceae,genus,,Pinus,,f,
Digitaria violascens,,Poaceae,,,Digitaria,,t,
Chrysanthemoides monilifera subsp. monilifera,African Boneseed,Asteraceae,subspecies,,Chrysanthemoides,,t,
Polygonum arenastrum,Wireweed,Polygonaceae,species,,Polygonum,,t,
Rubus anglocandicans,Blackberry,Rosaceae,species,,Rubus,,t,
Crocosmia x crocosmiiflora,Montbretia,Iridaceae,species,,Crocosmia,,t,
Senna pendula var. glabrata,Easter Cassia,Fabaceae,variety,,Senna,,t,
Conyza spp.,Fleabane,Asteraceae,genus,,Conyza,,t,
Cotoneaster spp.,Cotoneaster,Rosaceae,genus,,Cotoneaster,,t,
Romulea rosea var. australis,Onion Grass,Iridaceae,variety,,Romulea,,t,
Rubus fruticosus sp. agg.,Blackberry (aggregate species),Rosaceae,species aggregate,,Rubus,,t,
