scientific_name,vernacular_name,family_name,taxon_rank,threatened_species_status,genus,subgenus,exotic,native
Basella alba,Indian Spinach,Basellaceae,species,,Basella,,f,
Euphorbia milii,,Euphorbiaceae,species,,Euphorbia,,f,
Nymphoides montana,Marshwort,Menyanthaceae,species,,Nymphoides,,f,
Leontodon saxatilis,Lesser Hawkbit,Asteraceae,species,,Leontodon,,f,
Caladenia capillata,White Daddy-long-legs,Orchidaceae,species,,Caladenia,,f,
Schoenoplectiella erecta,Soft Club-sedge,Cyperaceae,species,,Schoenoplectiella,,f,
Schoenoplectus tabernaemontani,River Club-rush,Cyperaceae,species,,Schoenoplectus,,f,
Cardamine occulta,Flick Weed,Brassicaceae,species,,Cardamine,,f,
Poa labillardierei,Common Tussock-grass,Poaceae,species,,Poa,,f,
Passiflora foetida,Stinking Passionfruit,Passifloraceae,species,,Passiflora,,f,
Rumex vesicarius,Bladder Dock,Polygonaceae,species,,Rumex,,f,
Juncus capillaceus,String Rush,Juncaceae,species,,Juncus,,f,
Cassytha phaeolasia,Rusty Dodder-laurel,Lauraceae,species,,Cassytha,,f,
Hedera hibernica,Ivy,Araliaceae,species,,Hedera,,f,
Darwinia fascicularis,,Myrtaceae,species,endangered population,Darwinia,,f,
Lepidosperma concavum,Sandhill Sword-sedge,Cyperaceae,species,,Lepidosperma,,f,
Amaranthus powellii,Powell's Amaranth,Amaranthaceae,species,,Amaranthus,,f,
Acacia burkittii,Sandhill Wattle,Fabaceae,species,,Acacia,,f,
Austrostipa elegantissima,Feather Spear-grass,Poaceae,species,,Austrostipa,,f,
Philotheca obovalis,,Rutaceae,species,,Philotheca,,f,
Litsea leefeana,Sycamore,Lauraceae,species,,Litsea,,f,
Polyosma rigidiuscula,,Escalloniaceae,species,,Polyosma,,f,
Eriochilus petricola,Parson's Bands,Orchidaceae,species,,Eriochilus,,f,
Ptilotus seminudus,Rabbit-tails,Amaranthaceae,species,,Ptilotus,,f,
Austrostipa rudis subsp. rudis,Veined Spear-grass,Poaceae,subspecies,,Austrostipa,,f,
Rhinerrhiza divitiflora,Raspy Root Orchid,Orchidaceae,species,,Rhinerrhiza,,f,
Dendrobium kingianum,Pink Rock Orchid,Orchidaceae,species,,Dendrobium,,f,
Eucalyptus parramattensis,,Myrtaceae,,vulnerable,Eucalyptus,,f,
Leptospermum scoparium,Black Tea-tree,Myrtaceae,species,,Leptospermum,,f,
Syzygium smithii,Lilly Pilly,Myrtaceae,species,,Syzygium,,f,
Utricularia subulata,Bladderwort,Lentibulariaceae,species,,Utricularia,,f,
Coprosma repens,Mirror Bush,Rubiaceae,species,,Coprosma,,f,
Prunus laurocerasus,Cherry-laurel,Rosaceae,species,,Prunus,,f,
Aloe maculata,Common Soap Aloe,Asphodelaceae,species,,Aloe,,f,
Ageratum houstonianum,Blue Billygoat Weed,Asteraceae,species,,Ageratum,,f,
Prunus cerasifera,Purple-leaf Cherry-plum,Rosaceae,species,,Prunus,,f,
Lablab purpureus,Lablab,Fabaceae,species,,Lablab,,f,
Vicia faba,Broad Bean,Fabaceae,species,,Vicia,,f,
Euryops chrysanthemoides,Boneseeds,Asteraceae,species,,Euryops,,f,
Dimorphotheca pluvialis,Cape Marigold,Asteraceae,species,,Dimorphotheca,,f,
Spinifex sericeus,Beach Spinifex,Poaceae,species,,Spinifex,,f,
Callistemon comboynensis,Cliff Bottlebrush,Myrtaceae,species,,Callistemon,,f,
Grastidium baileyi,Blotched Gemini Orchid,Orchidaceae,species,,Grastidium,,f,
Hakea laurina,Pincushion Hakea,Proteaceae,species,,Hakea,,f,
Eucalyptus chlorophylla,Glossy-leaved Box,Myrtaceae,species,,Eucalyptus,,f,
Geranium brevicaule,Alpine Crane's-bill,Geraniaceae,species,,Geranium,,f,
Amphibromus neesii,Southern Swamp Wallaby-grass,Poaceae,species,,Amphibromus,,f,
Hordeum glaucum,Northern Barley Grass,Poaceae,species,,Hordeum,,f,
Cassinia denticulata,,Asteraceae,species,,Cassinia,,f,
Hordeum hystrix,Mediterranean Barley-grass,Poaceae,species,,Hordeum,,f,
Petrophile canescens,Conesticks,Proteaceae,species,,Petrophile,,f,
Philotheca trachyphylla,Rock Waxflower,Rutaceae,species,,Philotheca,,f,
Hakea eriantha,Tree Hakea,Proteaceae,species,,Hakea,,f,
Digitaria velutina,Velvet Fingergrass,Poaceae,species,,Digitaria,,f,
Sparganium subglobosum,Floating Bur-reed,Sparganiaceae,species,,Sparganium,,f,
Amaranthus macrocarpus,Large-fruit Amaranth,Amaranthaceae,species,,Amaranthus,,f,
Callistemon pachyphyllus,Wallum Bottlebrush,Myrtaceae,species,,Callistemon,,f,
Pterostylis ampliata,Large Autumn Greenhood,Orchidaceae,species,,Pterostylis,,f,
Enteropogon acicularis,Spider Grass,Poaceae,species,,Enteropogon,,f,
Conospermum taxifolium,Variable Smoke-bush,Proteaceae,species,,Conospermum,,f,
Notothixos subaureus,Golden Mistletoe,Santalaceae,species,,Notothixos,,f,
Solanum pungetium,Eastern Nightshade,Solanaceae,species,,Solanum,,f,
Melaleuca deanei,,Myrtaceae,,vulnerable,Melaleuca,,f,
Pterostylis chaetophora,,Orchidaceae,species,vulnerable,Pterostylis,,f,
Correa baeuerlenii,Chef's Cap,Rutaceae,species,vulnerable,Correa,,f,
Broussonetia papyrifera,Aute,Moraceae,species,,Broussonetia,,f,
Asparagus densiflorus,Emerald Fern,Asparagaceae,species,,Asparagus,,f,
Pontederia crassipes,Water Hyacinth,Pontederiaceae,species,,Pontederia,,f,
Austrocylindropuntia subulata,Eve's Needle Cactus,Cactaceae,species,,Austrocylindropuntia,,f,
Opuntia microdasys,Bunny-ears,Cactaceae,species,,Opuntia,,f,
Opuntia rufida,,Cactaceae,species,,Opuntia,,f,
Paederia foetida,Daun Kentut,Rubiaceae,species,,Paederia,,f,
Asparagus macowanii,,Asparagaceae,species,,Asparagus,,f,
Gloriosa superba,Glory Lily,Colchicaceae,species,,Gloriosa,,f,
Hydrocleys nymphoides,Water Poppy,Alismataceae,species,,Hydrocleys,,f,
Salix nigra,Black Willow,Salicaceae,species,,Salix,,f,
Pistia stratiotes,Water Lettuce,Araceae,species,,Pistia,,f,
Opuntia schickendantzii,Lion's Tongue,Cactaceae,species,,Opuntia,,f,
Hypoestes phyllostachya,Polka-dot Plant,Acanthaceae,species,,Hypoestes,,f,
Ligustrum vulgare,European Privet,Oleaceae,species,,Ligustrum,,f,
Opuntia dillenii,Spiny Pest Pear,Cactaceae,species,,Opuntia,,f,
Salix cinerea,Grey Sallow,Salicaceae,species,,Salix,,f,
Austrocylindropuntia cylindrica,Cane Cactus,Cactaceae,species,,Austrocylindropuntia,,f,
Egeria densa,Dense Waterweed,Hydrocharitaceae,species,,Egeria,,f,
Spartium junceum,Spanish Broom,Fabaceae,species,,Spartium,,f,
Cytisus scoparius,English Broom,Fabaceae,species,,Cytisus,,f,
Carduus nutans,Nodding Thistle,Asteraceae,species,,Carduus,,f,
Phaseolus vulgaris,,Fabaceae,,,Phaseolus,,t,
Pennantia cunninghamii,Brown Beech,Pennantiaceae,species,,Pennantia,,f,
Grevillea lanigera,Woolly Grevillea,Proteaceae,species,,Grevillea,,f,
Grevillea biternata,,Proteaceae,species,,Grevillea,,f,
Lechenaultia biloba,Blue Leschenaultia,Goodeniaceae,species,,Lechenaultia,,f,
Cordyline petiolaris,Broad-leaved Palm Lily,Asparagaceae,species,,Cordyline,,f,
Eupomatia bennettii,Small Bolwarra,Eupomatiaceae,species,,Eupomatia,,f,
Seringia hillii,Mountain Fire-bush,Malvaceae,species,,Seringia,,f,
Melaleuca decussata,Totem-poles,Myrtaceae,species,,Melaleuca,,f,
Acacia boormanii,Snowy River Wattle,Fabaceae,species,,Acacia,,f,
Dracophyllum secundum,,Ericaceae,species,,Dracophyllum,,f,
Grevillea stenomera,Lace Net Grevillea,Proteaceae,species,,Grevillea,,f,
Prostanthera teretifolia,Torrington Mint-bush,Lamiaceae,species,,Prostanthera,,f,
Banksia undata,,Proteaceae,species,,Banksia,,f,
Guichenotia macrantha,Large-flowered Guichenotia,Malvaceae,species,,Guichenotia,,f,
Adenanthos sericeus,Coastal Woollybush,Proteaceae,species,,Adenanthos,,f,
Grevillea victoriae,Royal Grevillea,Proteaceae,species,,Grevillea,,f,
Acacia pravissima,Ovens Wattle,Fabaceae,species,,Acacia,,f,
Calothamnus pinifolius,Dense Clawflower,Myrtaceae,species,,Calothamnus,,f,
Grevillea petrophiloides,Rock Grevillea,Proteaceae,species,,Grevillea,,f,
Banksia plagiocarpa,Dallachy's Banksia,Proteaceae,species,,Banksia,,f,
Elattostachys xylocarpa,White Tamarind,Sapindaceae,species,,Elattostachys,,f,
Hernandia bivalvis,Cudgerie,Hernandiaceae,species,,Hernandia,,f,
Melastoma affine,Native Lasiandra,Melastomataceae,species,,Melastoma,,f,
Alyogyne huegelii,Lilac Hibiscus,Malvaceae,species,,Alyogyne,,f,
Phebalium whitei,,Rutaceae,species,,Phebalium,,f,
Acacia vestita,Hairy Wattle,Fabaceae,species,,Acacia,,f,
Linospadix monostachyos,Walking Stick Palm,Arecaceae,species,,Linospadix,,f,
Prostanthera scutellarioides,,Lamiaceae,species,,Prostanthera,,f,
Spyridium parvifolium,Dusty Miller,Rhamnaceae,species,,Spyridium,,f,
Grevillea tenuiloba,Amber Grevillea,Proteaceae,species,,Grevillea,,f,
Banksia coccinea,Albany Banksia,Proteaceae,species,,Banksia,,f,
Lysiosepalum involucratum,,Malvaceae,species,,Lysiosepalum,,f,
Melaleuca leucadendra,Broad-leaved Tea-tree,Myrtaceae,species,,Melaleuca,,f,
Austromyrtus dulcis,Midgen Berry,Myrtaceae,species,,Austromyrtus,,f,
Austromyrtus tenuifolia,,Myrtaceae,species,,Austromyrtus,,f,
Hibbertia acicularis,Prickly Guinea-flower,Dilleniaceae,species,,Hibbertia,,f,
Chamelaucium uncinatum,Geraldton Wax,Myrtaceae,species,,Chamelaucium,,f,
Anigozanthos flavidus,Tall Kangaroo Paw,Haemodoraceae,species,,Anigozanthos,,f,
Chorilaena quercifolia,Chorilaeba,Rutaceae,species,,Chorilaena,,f,
Rhododendron lochiae,Native Rhododendron,Ericaceae,species,,Rhododendron,,f,
Commersonia hermanniifolia,,Malvaceae,species,,Commersonia,,f,
Rubus moluccanus,Molucca Bramble,Rosaceae,species,,Rubus,,f,
Melaleuca squarrosa,Bottlebrush Tea-tree,Myrtaceae,species,,Melaleuca,,f,
Commersonia salviifolia,,Malvaceae,species,,Commersonia,,f,
Chorizema cordatum,Flame Pea,Fabaceae,species,,Chorizema,,f,
Orthrosanthus multiflorus,Morning Flag,Iridaceae,species,,Orthrosanthus,,f,
Micromyrtus ciliata,Fringed Heath-myrtle,Myrtaceae,species,,Micromyrtus,,f,
Synoum glandulosum,Dogwood,Meliaceae,species,,Synoum,,f,
Harpullia pendula,Tulipwood,Sapindaceae,species,,Harpullia,,f,
Psychotria loniceroides,Hairy Psychotria,Rubiaceae,species,,Psychotria,,f,
Spyridium scortechinii,,Rhamnaceae,species,,Spyridium,,f,
Pseudanthus pimeleoides,,Euphorbiaceae,species,,Pseudanthus,,f,
Grevillea insignis,Wax Grevillea,Proteaceae,species,,Grevillea,,f,
Hibbertia vestita,Hairy Guinea-flower,Dilleniaceae,species,,Hibbertia,,f,
Westringia brevifolia,,Lamiaceae,species,,Westringia,,f,
Potentilla indica,Indian Strawberry,Rosaceae,species,,Potentilla,,f,
Blandfordia grandiflora,Christmas Bells,Blandfordiaceae,species,,Blandfordia,,f,
Leptospermum polygalifolium subsp. polygalifolium,,Myrtaceae,subspecies,,Leptospermum,,f,
Lomandra filiformis subsp. filiformis,Lomandra,Asparagaceae,subspecies,,Lomandra,,f,
Vittadinia spp.,New Holland Daisy,Asteraceae,genus,,Vittadinia,,f,
Wurmbea dioica subsp. dioica,Early Nancy,Colchicaceae,subspecies,,Wurmbea,,f,
Arundo donax,,Poaceae,,,Arundo,,t,
Convolvulus arvensis,Common Bindweed,Convolvulaceae,species,,Convolvulus,,f,
Ficus pumila,Creeping Fig,Moraceae,species,,Ficus,,f,
Tulbaghia violacea,Society Garlic,Alliaceae,species,,Tulbaghia,,f,
Dimorphotheca fruticosa,Trailing African Daisy,Asteraceae,species,,Dimorphotheca,,f,
Daviesia ulicifolia subsp. ulicifolia,Gorse Bitter-pea,Fabaceae,subspecies,,Daviesia,,f,
Acca sellowiana,Feijoa,Myrtaceae,species,,Acca,,f,
Caladenia tessellata,Thick-lip Spider-orchid,Orchidaceae,species,vulnerable,Caladenia,,f,
Freesia leichtlinii subsp. leichtlinii x Freesia leichtlinii subsp. alba,Freesia,Iridaceae,subspecies,,Freesia,,f,
Melaleuca bracteata,River Tea-tree,Myrtaceae,species,,Melaleuca,,f,
Rumex acetosella,Sorrel,Polygonaceae,species,,Rumex,,f,
Lagenophora stipitata,Common Bottle-daisy,Asteraceae,species,,Lagenophora,,f,
Eragrostis laniflora,Hairy-flower Woollybutt,Poaceae,species,,Eragrostis,,f,
Onopordum acanthium,Scotch Thistle,Asteraceae,species,,Onopordum,,f,
Neoregelia carolinae,,Bromeliaceae,species,,Neoregelia,,f,
Plumeria rubra,Frangipani,Apocynaceae,species,,Plumeria,,f,
Leichhardtia viridiflora subsp. viridiflora,Native Pear,Apocynaceae,subspecies,,Leichhardtia,,f,
Leichhardtia rostrata,Milk Vine,Apocynaceae,species,,Leichhardtia,,f,
Ipomoea batatas,Sweet Potato,Convolvulaceae,species,,Ipomoea,,f,
Brachyscome triloba,,Asteraceae,species,,Brachyscome,,f,
Persicaria chinensis,Chinese Knotweed,Polygonaceae,species,,Persicaria,,f,
Wahlenbergia ceracea,Waxy Bluebell,Campanulaceae,species,,Wahlenbergia,,f,
Eucalyptus major,Mountain Grey Gum,Myrtaceae,species,,Eucalyptus,,f,
Capparis mitchellii,Native Orange,Capparaceae,species,,Capparis,,f,
Leptinella longipes,Coast Cotula,Asteraceae,species,,Leptinella,,f,
Alectryon tomentosus,Hairy Bird's Eye,Sapindaceae,species,,Alectryon,,f,
Mesembryanthemum cordifolium,Heart-leaf Ice-plant,Aizoaceae,species,,Mesembryanthemum,,f,
Eucalyptus macrorhyncha,Red Stringybark,Myrtaceae,species,,Eucalyptus,,f,
Cassinia ochracea,,Asteraceae,species,,Cassinia,,f,
Juncus vaginatus,Clustered Rush,Juncaceae,species,,Juncus,,f,
Dietes robinsoniana,Lord Howe Wedding Lily,Iridaceae,species,,Dietes,,f,
Eucalyptus canaliculata,Large-fruited Grey Gum,Myrtaceae,species,,Eucalyptus,,f,
Notelaea johnsonii,Veinless Mock-olive,Oleaceae,species,,Notelaea,,f,
Hibiscus brachysiphonius,Low Hibiscus,Malvaceae,species,,Hibiscus,,f,
Saccharum officinarum,Sugarcane,Poaceae,species,,Saccharum,,f,
Wahlenbergia stricta subsp. stricta,Tall Bluebell,Campanulaceae,subspecies,,Wahlenbergia,,f,
Abutilon theophrasti,Chingma Lantern,Malvaceae,species,,Abutilon,,f,
Dizygotheca elegantissima,,Araliaceae,species,,Dizygotheca,,f,
Heptapleurum arboricola,,Araliaceae,species,,Heptapleurum,,f,
Plumbago zeylanica,Native Plumbago,Plumbaginaceae,species,,Plumbago,,f,
Cissus alata,Water Vine,Vitaceae,species,,Cissus,,f,
Russelia equisetiformis,Coral Bush,Plantaginaceae,species,,Russelia,,f,
Asterolasia correifolia,,Rutaceae,species,,Asterolasia,,f,
Anisomeles moschata,,Lamiaceae,species,,Anisomeles,,f,
Chloris barbata,Purpletop Chloris,Poaceae,species,,Chloris,,f,
Abutilon spp.,Indian mallow,Malvaceae,genus,,Abutilon,,f,
Acacia melanoxylon,,Fabaceae,species,,Acacia,,f,
Acacia ramulosa,"horse mulga, bowgada wattle",Fabaceae,species,,Acacia,Juliflorae,f,
Acianthus sp.,Mosquito Orchids,Orchidaceae,genus,,Acianthus,,f,
Adiantum spp.,maidenhair ferns,Pteridaceae,genus,,Adiantum,,f,
Agapanthus africanus,Lily of the Nile,Agapanthaceae,species,,Agapanthus,,f,
Agapanthus sp.,"African lily, lily of the Nile",Agapanthaceae,genus,,Agapanthus,,f,
Agave sp.,century plant,Asparagaceae,genus,,Agave,,f,
Agrostis billardieri,Coast Blown-Grass,Poaceae,species,,Agrostis,,f,
Agrostis sp.,"bent, bentgrass",Poaceae,genus,,Agrostis,,f,
Albizia lopantha,"Cape Leeuwin wattle, Bicol wattle, Cape wattle, Crested wattle, Brush wattle, plume albizia",Fabaceae,species,,Albizia,,f,
Alisma spp.,water-plantains,Alismataceae,genus,,Alisma,,f,
Alocasia macrorrhizos,,Araceae,species,,Alocasia,,f,
Alocasia spp.,,Araceae,genus,,Alocasia,,f,
Aloe sp.,,Asphodelaceae,genus,,Aloe,,f,
Alopecurus pratensis,"meadow foxtail, field meadow foxtail",Poaceae,species,,Alopecurus,,f,
Amaranthus spp.,"amaranths, prostrate pigweed, love lies bleeding",Amaranthaceae,genus,,Amaranthus,,f,
Amarathus retroflexus,"amaranth pigweed, careless weed, common amaranth, green amaranth, redroot, redroot pigweed, rough pigweed, smooth pigweed",Amaranthaceae,species,,Amaranthus,,f,
Amyema spp.,Mistletoe,Loranthaceae,genus,,Amyema,,f,
Anigozanthos sp.,"kangaroo paw, cats-paws",Haemodoraceae,genus,,Anigozanthos,,f,
Apium leptophyllus,,Apiaceae,species,,Apium,,f,
Archontophoenix spp.,King Palm,Arecaceae,genus,,Archontophoenix,,f,
Aristida spp.,Three-awn grass,Poaceae,genus,,Aristida,,f,
Arthropodium sp.,Vanilla Lily,Asparagaceae,genus,,Arthropodium,,f,
Arthropodium sp. b,Vanilla Lily,Asparagaceae,genus,,Arthropodium,,f,
Asparagus sp. ,Asparagus fern,Asparagaceae,genus,,Asparagus,,f,
Aspidistra elatior.,Cast Iron Plant,Asparagaceae,species,,Aspidistra,,f,
Asteraceae spp.,Daisy family,Asteraceae,family,,,,f,
Atriplex sp.,Saltbush,Amaranthaceae,genus,,Atriplex,,f,
Austrodanthonia spp.,Wallaby grass,Poaceae,genus,,Austrodanthonia,,f,
Austrostipa bigeniculata,Tall Spear-grass,Poaceae,species,,Austrostipa,,f,
Austrostipa rudis ssp. nervosa,,Poaceae,subspecies,,Austrostipa,,f,
Austrostipa rudis ssp. rudis,,Poaceae,subspecies,,Austrostipa,,f,
Austrostipa scaber ssp. falcata,,Poaceae,subspecies,,Austrostipa,,f,
Austrostipa spp.,Spear-grass,Poaceae,genus,,Austrostipa,,f,
Avicennia marina var australasica,Grey Mangrove,Acanthaceae,variety,,Avicennia,,f,
Bambusa sp.,Bamboo,Poaceae,genus,,Bambusa,,f,
Banksia juncea,Slender Banksia,Proteaceae,species,,Banksia,,f,
Baumea articulata,Jointed Twig-rush,Cyperaceae,species,,Baumea,,f,
Blechnum sp.,Hard Fern,Blechnaceae,genus,,Blechnum,,f,
Bossiaea sp.,Bossiaea,Fabaceae,genus,,Bossiaea,,f,
Bossiaea stephensonii,,Fabaceae,species,,Bossiaea,,f,
Bothriochloa spp.,Bluegrass,Poaceae,genus,,Bothriochloa,,f,
Bougainvillea sp.,Bougainvillea,Nyctaginaceae,genus,,Bougainvillea,,f,
Brachychiton australis,Broad-leaved Bottle Tree,Malvaceae,species,,Brachychiton,,f,
Brachysema lanceolata,,Fabaceae,species,,Brachysema,,f,
Brassica sp.,Mustard,Brassicaceae,genus,,Brassica,,f,
Briza major,Quaking Grass,Poaceae,species,,Briza,,f,
Bromeliad sp.,Bromeliad,Bromeliaceae,family,,,,f,
Buckinghamia celsissima,Ivory Curl Flower,Proteaceae,species,,Buckinghamia,,f,
Caesia parviflora var vittata,,Asphodelaceae,variety,,Caesia,,f,
Caesia parviflora var. vittata,,Asphodelaceae,variety,,Caesia,,f,
Caesia sp.,Caesia,Asphodelaceae,genus,,Caesia,,f,
Caladenia paludosus,Swamp Spider Orchid,Orchidaceae,species,,Caladenia,,f,
Callitris spp.,Cypress Pine,Cupressaceae,genus,,Callitris,,f,
Cassine australis,Red Olive Berry,Celastraceae,species,,Cassine,,f,
Facelis retusa,,Asteraceae,,,Facelis,,t,
Cassine spp.,Olive Berry,Celastraceae,genus,,Cassine,,f,
Cassinia sp.,Cassinia,Asteraceae,genus,,Cassinia,,f,
Cassytha spp.,Dodder Laurel,Lauraceae,genus,,Cassytha,,f,
Casuarina cuneifolia,,Casuarinaceae,species,,Casuarina,,f,
Caustis recurvata,Curly Wig,Cyperaceae,species,,Caustis,,f,
Centaurium minus,Common Centaury,Gentianaceae,species,,Centaurium,,f,
Cerastium holosteoides,Mouse-ear Chickweed,Caryophyllaceae,species,,Cerastium,,f,
Cerastium holosteoidesn,Mouse-ear Chickweed,Caryophyllaceae,species,,Cerastium,,f,
Chamaesyce drummondii,Flat Spurge,Euphorbiaceae,species,,Chamaesyce,,f,
Chamaesyce sp.,Spurge,Euphorbiaceae,genus,,Chamaesyce,,f,
Cheilanthes austrotenuifolia,,Pteridaceae,species,,Cheilanthes,,f,
Cheilanthes sieberi subsp. sieberi,Mulga Fern,Pteridaceae,subspecies,,Cheilanthes,,f,
Cheilanthes sp.,Rock Fern,Pteridaceae,genus,,Cheilanthes,,f,
Cheilanthes tenuifolia,Rock Fern,Pteridaceae,species,,Cheilanthes,,f,
Chenopodium spp.,Goosefoot,Amaranthaceae,genus,,Chenopodium,,f,
Chloris spp.,Windmill Grass,Poaceae,genus,,Chloris,,f,
Chondrilla juncea,Rush Skeletonweed,Asteraceae,species,,Chondrilla,,f,
Choretrum candollei,,Santalaceae,species,,Choretrum,,f,
Clivea sp.,Clivia,Amaryllidaceae,genus,,Clivia,,f,
Cocos spp.,Coconut Palm,Arecaceae,genus,,Cocos,,f,
Commersonia fraseri,Brush Kurrajong,Malvaceae,species,,Commersonia,,f,
Conza albida,Tall Fleabane,Asteraceae,species,,Conyza,,f,
Cotula leptinella,,Asteraceae,species,,Cotula,,f,
Crassula sp. tetramera,,Crassulaceae,species,,Crassula,,f,
Crataegus spp.,Hawthorn,Rosaceae,genus,,Crataegus,,f,
Crinum spp.,Crinum Lily,Amaryllidaceae,genus,,Crinum,,f,
Culcita dubia,Common Ground Fern,Cyatheaceae,species,,Culcita,,f,
Cuscuta australis,Australian Dodder,Convolvulaceae,species,,Cuscuta,,f,
Cymbopogon spp.,Lemongrass,Poaceae,genus,,Cymbopogon,,f,
Cyperus papyrus,Papyrus,Cyperaceae,species,,Cyperus,,f,
Danthonia sp.,Wallaby Grass,Poaceae,genus,,Danthonia,,f,
Dendrophthoe spp.,Mistletoe,Loranthaceae,genus,,Dendrophthoe,,f,
Desmodium eugenioides,,Fabaceae,species,,Desmodium,,f,
Desmodium spp.,Tick-trefoil,Fabaceae,genus,,Desmodium,,f,
Dianella caerulea var. producta,Blue Flax-lily,Asphodelaceae,variety,,Dianella,,f,
Dianella longifolia var. longifolia,Smooth Flax-lily,Asphodelaceae,variety,,Dianella,,f,
Dichanthium parva,Bluegrass,Poaceae,species,,Dichanthium,,f,
Dichanthium repens,Creeping Bluegrass,Poaceae,species,,Dichanthium,,f,
Dichanthium sp.,Bluegrass,Poaceae,genus,,Dichanthium,,f,
Dichelachne sp.,Plume Grass,Poaceae,genus,,Dichelachne,,f,
Dichondra sp. a,Kidney Weed,Convolvulaceae,genus,,Dichondra,,f,
Dillwynia juniperina,Prickly Parrot-pea,Fabaceae,species,,Dillwynia,,f,
Dimorphotheca sp.,Cape Daisy,Asteraceae,genus,,Dimorphotheca,,f,
Diospyros kaki,Persimmon,Ebenaceae,species,,Diospyros,,f,
Drosera spp.,Sundew,Droseraceae,genus,,Drosera,,f,
Echinopogon caespitosus var. caespitosus,Bushy Hedgehog Grass,Poaceae,variety,,Echinopogon,,f,
Echinopogon spp.,Hedgehog Grass,Poaceae,genus,,Echinopogon,,f,
Eichhornia piperita,Water Hyacinth,Pontederiaceae,species,,Eichhornia,,f,
Eilobium billardierianum ssp. cinereum,Willowherb,Onagraceae,subspecies,,Epilobium,,f,
Einadia nutans spp. linifolia,Nodding Saltbush,Amaranthaceae,subspecies,,Einadia,,f,
Elaeocarpus grandis,Blue Quandong,Elaeocarpaceae,species,,Elaeocarpus,,f,
Eleocharis parvula,Dwarf Spikerush,Cyperaceae,species,,Eleocharis,,f,
Entolasia spp.,Panic Grass,Poaceae,genus,,Entolasia,,f,
Epacris purpurascens var. purpurascens,Purple Heath,Ericaceae,variety,,Epacris,,f,
Epidendrum ibaguense,Crucifix Orchid,Orchidaceae,species,,Epidendrum,,f,
Epilobium billardierianum ssp. cinereum,Willowherb,Onagraceae,subspecies,,Epilobium,,f,
Eragrostis sp.,Lovegrass,Poaceae,genus,,Eragrostis,,f,
Erigeron sp.,Fleabane,Asteraceae,genus,,Erigeron,,f,
Eriostemon scaber ssp. scaber,,Rutaceae,subspecies,,Eriostemon,,f,
Erythrina hybrida,Coral Tree Hybrid,Fabaceae,hybrid,,Erythrina,,f,
Erythrina indica,Indian Coral Tree,Fabaceae,species,,Erythrina,,f,
Erythrina sp.,Coral Tree,Fabaceae,genus,,Erythrina,,f,
Eucalyptus beyeri,Green Mallee,Myrtaceae,species,,Eucalyptus,,f,
Eucalyptus dives,Broad-leaved Peppermint,Myrtaceae,species,,Eucalyptus,,f,
Eucalyptus eugenoides,Thin-leaved Stringybark,Myrtaceae,species,,Eucalyptus,,f,
Eucalyptus latifolius,White Gum,Myrtaceae,species,,Eucalyptus,,f,
Eucalyptus spp.,"Eucalypt, Gum Tree",Myrtaceae,genus,,Eucalyptus,,f,
Vulpia sp.,,,,,,,f,
Eucalyptus triflora,Threeway Gum,Myrtaceae,species,,Eucalyptus,,f,
Euodia melicope,Corkwood,Rutaceae,species,,Melicope,,f,
Euphorbia sp.,Spurge,Euphorbiaceae,genus,,Euphorbia,,f,
Ficus elastica,Rubber Plant,Moraceae,species,,Ficus,,f,
Ficus hilii,Hills Fig,Moraceae,species,,Ficus,,f,
Ficus spp.,Fig,Moraceae,genus,,Ficus,,f,
Freesia refracta,Freesia,Iridaceae,species,,Freesia,,f,
Freesia sp.,Freesia,Iridaceae,genus,,Freesia,,f,
Funaria spp.,Cord Moss,Funariaceae,genus,,Funaria,,f,
Gahnia spp.,Saw-sedge,Cyperaceae,genus,,Gahnia,,f,
Galactia sp.,Milkpea,Fabaceae,genus,,Galactia,,f,
Gamochaeta americanum,American Cudweed,Asteraceae,species,,Gamochaeta,,f,
Gazania hybrid,Gazania,Asteraceae,hybrid,,Gazania,,f,
Gazania sp.,Gazania,Asteraceae,genus,,Gazania,,f,
Geranium sp.,Cranesbill,Geraniaceae,genus,,Geranium,,f,
Ghazania hybrid,Gazania,Asteraceae,hybrid,,Gazania,,f,
Gleichenia spp.,Coral Fern,Gleicheniaceae,genus,,Gleichenia,,f,
Glochidion ferdinandi var. ferdinandi,Cheese Tree,Phyllanthaceae,variety,,Glochidion,,f,
Glycine sp.,Glycine,Fabaceae,genus,,Glycine,,f,
Gnaphalium sp.,Cudweed,Asteraceae,genus,,Gnaphalium,,f,
Gnapthalium sp.,Cudweed,Asteraceae,genus,,Gnaphalium,,f,
Gomphocarpus sp.,Cotton Bush,Apocynaceae,genus,,Gomphocarpus,,f,
Gompholobium virgatum,Leafy Wedge-pea,Fabaceae,species,,Gompholobium,,f,
Gonocarpus tenuifolia,,Haloragaceae,species,,Gonocarpus,,f,
Goodenia hederacea ssp. hederacea,Forest Goodenia,Goodeniaceae,subspecies,,Goodenia,,f,
Goodenia sp.,Goodenia,Goodeniaceae,genus,,Goodenia,,f,
Grevillea sp.,Grevillea,Proteaceae,genus,,Grevillea,,f,
Helichrysum brachycarpum,,Asteraceae,species,,Helichrysum,,f,
Hibbertia empetrifolia,Trailing Guinea Flower,Dilleniaceae,species,,Hibbertia,,f,
